MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Mo Sold,Sale Type,SalePrice,PropertyAge,PropertyModAge,GarageAge
50,RL,55.0,7264,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,952.0,GasW,Gd,N,SBrkr,952,596,1548,0.0,2,1,Ex,5,Typ,0,None,Detchd,Unf,2.0,672.0,TA,TA,Y,74,0,Oct,WD ,12.230765258120545,84,2,31.0
20,RL,64.0,32668,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,3,Hip,CompShg,Wd Sdng,Stone,None,0.0,Gd,TA,PConc,TA,TA,No,Rec,1219.0,Unf,2035.0,GasA,TA,Y,SBrkr,2515,0,2515,1.0,3,0,TA,9,Maj1,2,TA,Attchd,RFn,2.0,484.0,TA,TA,Y,0,0,Mar,WD ,12.209187788430318,50,32,32.0
20,RL,91.0,11825,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,Stone,302.0,Gd,TA,PConc,Ex,TA,Mn,Unf,0.0,Unf,1694.0,GasA,Ex,Y,SBrkr,1694,0,1694,0.0,2,0,Gd,7,Typ,1,Gd,Attchd,RFn,3.0,856.0,TA,TA,Y,0,112,Jun,New,12.68354828961461,1,0,1.0
20,RL,85.0,10200,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1478.0,Unf,1578.0,GasA,Ex,Y,SBrkr,1602,0,1602,1.0,2,0,Gd,7,Typ,1,Gd,Attchd,RFn,3.0,810.0,TA,TA,Y,0,48,Jan,WD ,12.588610248994634,2,2,2.0
120,RL,63.0,8849,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,616.0,Ex,TA,PConc,Ex,TA,No,GLQ,28.0,Unf,1684.0,GasA,Ex,Y,SBrkr,1684,0,1684,0.0,2,0,Ex,6,Typ,1,Ex,Attchd,RFn,2.0,564.0,TA,TA,Y,495,72,Jul,WD ,12.491251587763836,3,3,3.0
60,RL,70.0,11184,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,TA,TA,CBlock,TA,TA,No,LwQ,226.0,Rec,918.0,GasA,Gd,Y,SBrkr,918,765,1683,0.0,2,1,TA,7,Typ,1,TA,Attchd,RFn,2.0,440.0,TA,TA,Y,243,0,Jul,WD ,12.058152515453552,31,31,31.0
50,RM,98.0,8820,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,1088.0,Unf,1088.0,GasA,TA,Y,SBrkr,1188,561,1869,0.0,1,0,TA,7,Typ,0,None,Detchd,Unf,2.0,456.0,TA,TA,Y,48,0,Sep,WD ,11.73526869611367,119,13,46.0
30,RL,51.0,6615,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,1022.0,GasA,TA,N,FuseA,1432,0,1432,0.0,1,0,Gd,6,Typ,1,Gd,BuiltIn,Unf,1.0,216.0,Fa,TA,Y,266,61,Sep,WD ,11.911701584927597,86,59,86.0
20,RL,65.0,8773,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,98.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,1414.0,GasA,Ex,Y,SBrkr,1414,0,1414,0.0,2,0,Gd,6,Typ,0,None,Attchd,RFn,2.0,494.0,TA,TA,Y,132,105,May,WD ,12.130810161029627,6,6,6.0
20,RL,70.0,11088,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,Stucco,Stucco,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,872.0,Unf,1348.0,GasA,Ex,Y,SBrkr,1358,0,1358,1.0,1,1,Gd,5,Typ,1,TA,Attchd,Unf,2.0,418.0,TA,TA,Y,68,166,Jun,WD ,12.301382825334498,4,4,4.0
20,RL,76.0,9158,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,Stone,140.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,1496.0,GasA,Ex,Y,SBrkr,1496,0,1496,0.0,2,0,Gd,7,Typ,0,None,Attchd,Fin,2.0,474.0,TA,TA,Y,168,130,Jun,New,12.323855681186558,0,0,0.0
20,RL,57.0,8280,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,932.0,GasA,Ex,Y,FuseA,932,0,932,0.0,1,0,Gd,4,Typ,1,Gd,Attchd,Unf,1.0,306.0,TA,TA,Y,0,0,Nov,WD ,11.728036844587175,57,57,57.0
90,RL,60.0,8544,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,Slab,None,None,None,None,0.0,None,0.0,Wall,Fa,N,FuseA,1040,0,1040,0.0,2,0,TA,6,Typ,0,None,Detchd,Unf,2.0,400.0,TA,TA,Y,0,0,Jun,WD ,11.439278924801929,59,59,22.0
30,RM,50.0,8635,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,TA,No,LwQ,134.0,Unf,1072.0,GasA,TA,Y,SBrkr,1072,0,1072,1.0,1,0,TA,5,Typ,0,None,Detchd,Unf,5.0,1184.0,Fa,TA,P,0,0,Aug,WD ,11.747997587149712,84,59,27.0
20,RL,72.0,12735,Pave,IR1,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,600.0,Unf,864.0,GasA,TA,Y,SBrkr,864,0,864,0.0,1,0,TA,5,Typ,0,None,Detchd,Unf,2.0,576.0,TA,TA,Y,216,0,Apr,COD,11.619535200028487,36,36,28.0
60,RL,88.5,11000,Pave,Reg,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,969.0,GasA,Ex,Y,SBrkr,997,1288,2285,0.0,2,1,Gd,8,Typ,1,TA,BuiltIn,Fin,3.0,648.0,TA,TA,Y,0,56,Jun,WD ,12.421184025147118,7,7,7.0
20,RL,69.0,7590,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1117.0,GasA,Ex,Y,SBrkr,1117,0,1117,0.0,1,0,TA,6,Typ,0,None,Attchd,Unf,1.0,264.0,TA,TA,Y,0,0,May,COD,11.826786849205313,45,45,45.0
120,RM,37.0,4435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,717.0,Unf,848.0,GasA,Ex,Y,SBrkr,848,0,848,1.0,1,0,Gd,4,Typ,0,None,Attchd,Fin,2.0,420.0,TA,TA,Y,140,0,Apr,WD ,11.79810440720389,3,3,3.0
20,RL,72.0,10152,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,120.0,TA,TA,CBlock,TA,TA,No,BLQ,586.0,Unf,1048.0,GasA,TA,Y,SBrkr,1048,0,1048,1.0,1,0,TA,6,Typ,0,None,Attchd,Unf,1.0,286.0,TA,TA,Y,0,20,Jun,WD ,11.813030057420567,51,51,51.0
20,RL,68.0,10295,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,TA,TA,CBlock,Gd,TA,Mn,Rec,252.0,Unf,936.0,GasA,TA,Y,SBrkr,936,0,936,0.0,1,0,TA,4,Typ,0,None,Attchd,Unf,1.0,288.0,TA,TA,Y,16,0,Sep,COD,11.625360894300016,39,39,39.0
20,RL,70.0,7763,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,504.0,BLQ,931.0,GasA,TA,Y,SBrkr,1283,0,1283,1.0,1,0,TA,6,Typ,0,None,Detchd,Unf,2.0,506.0,TA,TA,Y,0,0,Oct,WD ,11.84939770159144,46,28,28.0
50,RL,80.0,17120,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,CBlock,None,None,None,None,0.0,None,0.0,GasA,TA,Y,SBrkr,1120,468,1588,0.0,2,0,TA,7,Min2,1,Gd,Detchd,Fin,2.0,680.0,TA,TA,N,0,59,Jul,WD ,11.808813773969108,49,49,17.0
20,RL,81.0,13870,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,PosA,PosA,1Fam,1Story,10,5,Hip,CompShg,CemntBd,CmentBd,BrkFace,250.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1152.0,Unf,1742.0,GasA,Ex,Y,SBrkr,2042,0,2042,1.0,2,0,Ex,8,Typ,1,Gd,Attchd,Fin,3.0,724.0,TA,TA,Y,240,52,Oct,New,13.028052697933088,1,0,0.0
60,RL,92.0,10120,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,391.0,Gd,TA,PConc,Gd,TA,No,GLQ,740.0,Unf,1165.0,GasA,Ex,Y,SBrkr,1203,1323,2526,1.0,2,1,Gd,8,Typ,1,TA,Attchd,RFn,3.0,844.0,TA,TA,Y,309,78,Dec,WD ,12.577636201962656,12,12,12.0
60,RL,47.0,10820,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,342.0,Unf,988.0,GasA,Ex,Y,SBrkr,988,885,1873,0.0,2,1,Gd,7,Typ,1,TA,Attchd,RFn,2.0,597.0,TA,TA,Y,202,123,Mar,WD ,12.36946619243861,8,8,8.0
50,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,381.0,Unf,780.0,GasA,Ex,Y,SBrkr,940,476,1416,0.0,1,0,Gd,7,Typ,0,None,Detchd,Unf,2.0,400.0,TA,TA,Y,0,24,Jun,WD ,11.960811288962345,106,2,50.0
60,RL,63.0,8121,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,953.0,GasA,Ex,Y,SBrkr,953,711,1664,0.0,2,1,TA,7,Typ,1,TA,Attchd,RFn,2.0,460.0,TA,TA,Y,100,40,Jan,WD ,12.05757263721173,6,6,6.0
20,FV,95.0,11639,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1428.0,GasA,Ex,Y,SBrkr,1428,0,1428,0.0,2,0,Gd,6,Typ,0,None,Attchd,Fin,2.0,480.0,TA,TA,Y,0,120,Dec,New,12.111761966058932,1,0,1.0
20,RL,121.0,13758,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,430.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1232.0,Unf,1792.0,GasA,Ex,Y,SBrkr,1792,0,1792,1.0,2,0,Gd,6,Typ,1,Gd,Attchd,RFn,3.0,925.0,TA,TA,Y,204,49,Mar,New,12.82771576849868,1,0,1.0
60,RL,67.0,9771,Pave,IR3,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,190.0,Gd,TA,PConc,Gd,TA,No,LwQ,779.0,Unf,1077.0,GasA,Ex,Y,SBrkr,1093,1721,2814,0.0,2,1,Gd,9,Typ,1,TA,BuiltIn,Fin,2.0,614.0,TA,TA,Y,48,32,Jun,WD ,12.468436909997665,13,6,13.0
30,RM,50.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,610.0,GasA,Ex,N,FuseA,819,0,819,0.0,1,0,Gd,4,Typ,0,None,None,None,0.0,0.0,None,None,N,0,0,Sep,WD ,11.184421397998193,87,56,0.0
190,RM,60.0,10320,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,3,3,Gable,CompShg,AsphShn,AsphShn,None,0.0,Fa,Fa,PConc,TA,Fa,No,Unf,0.0,Unf,536.0,GasA,Ex,N,FuseF,808,536,1344,0.0,2,0,TA,8,Typ,0,None,None,None,0.0,0.0,None,None,N,42,0,May,WD ,11.319037271804808,93,58,0.0
80,RL,80.0,10448,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,333.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,689.0,GasA,TA,Y,SBrkr,1378,741,2119,0.0,2,1,TA,7,Typ,1,TA,Attchd,RFn,2.0,583.0,TA,TA,Y,0,104,Aug,COD,11.970350312009105,37,37,37.0
50,RM,50.0,8635,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336.0,GLQ,672.0,GasA,TA,Y,SBrkr,1072,213,1285,1.0,1,0,TA,6,Min1,0,None,Detchd,Unf,1.0,240.0,TA,TA,Y,0,0,Jan,WD ,11.751942365440728,60,7,60.0
20,RL,83.0,11980,Pave,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,177.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1433.0,Unf,1433.0,GasA,Ex,Y,SBrkr,1433,0,1433,1.0,1,1,Gd,4,Typ,2,TA,Attchd,RFn,2.0,528.0,Gd,Gd,Y,0,278,Jun,WD ,12.506177237980511,23,23,23.0
50,RL,79.0,12327,Pave,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1.5Fin,8,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1441.0,Unf,1496.0,GasA,Ex,Y,SBrkr,1496,636,2132,1.0,1,1,Gd,5,Min2,1,Gd,BuiltIn,Fin,2.0,612.0,Gd,TA,Y,349,40,Sep,WD ,12.66539442642905,26,0,26.0
80,RL,124.0,11512,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,719.0,Unf,1019.0,GasA,Gd,Y,SBrkr,1357,0,1357,1.0,1,0,Ex,5,Typ,1,Gd,Basment,RFn,1.0,312.0,TA,TA,Y,0,0,May,WD ,12.083905011555967,49,2,49.0
20,RL,90.0,14684,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,485.0,BLQ,2158.0,GasA,Gd,Y,SBrkr,2196,0,2196,0.0,2,0,Gd,7,Typ,1,TA,Attchd,RFn,3.0,701.0,TA,TA,Y,84,70,Jun,WD ,12.513189630620563,19,18,19.0
160,RM,21.0,2665,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,264.0,GasA,TA,Y,SBrkr,616,688,1304,0.0,1,1,TA,4,Typ,1,Gd,BuiltIn,Fin,1.0,336.0,TA,TA,Y,141,24,Jun,WD ,11.652687407345388,32,32,32.0
70,RM,50.0,5250,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,Fa,No,LwQ,259.0,Unf,684.0,OthW,Fa,N,SBrkr,938,1215,2358,0.0,2,0,TA,8,Typ,0,None,None,None,0.0,0.0,None,None,Y,0,54,Dec,WD ,11.711776323715394,136,21,0.0
20,RL,70.0,18044,Pave,IR1,HLS,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,WdShing,Plywood,None,0.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,279.0,GasA,Gd,Y,SBrkr,2726,0,2726,0.0,2,1,Gd,6,Typ,1,Gd,Attchd,Fin,2.0,691.0,Gd,Gd,Y,216,64,Aug,WD ,12.66032791780777,21,21,21.0
60,RL,79.0,9245,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,939.0,GasA,Ex,Y,SBrkr,939,858,1797,0.0,2,1,Gd,8,Typ,0,None,Attchd,RFn,2.0,639.0,TA,TA,Y,144,53,Apr,WD ,12.271392111650817,1,1,1.0
20,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,None,None,None,None,0.0,None,0.0,GasA,TA,Y,FuseF,1040,0,1040,0.0,1,0,TA,5,Typ,0,None,Detchd,Unf,2.0,625.0,TA,TA,Y,0,0,Jun,WD ,11.603679828238693,56,56,56.0
20,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,104.0,BLQ,789.0,GasA,Ex,Y,SBrkr,789,0,789,0.0,1,0,TA,5,Typ,0,None,Detchd,Unf,1.0,250.0,TA,TA,Y,0,0,Apr,WD ,11.652687407345388,60,58,60.0
120,FV,34.0,3628,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1143.0,GasA,Ex,Y,SBrkr,1143,0,1143,0.0,1,1,Gd,5,Typ,1,Gd,Attchd,RFn,2.0,588.0,TA,TA,Y,0,191,May,WD ,12.080509422554828,2,2,2.0
20,RL,80.0,9156,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,7,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1489.0,GasA,Gd,Y,SBrkr,1489,0,1489,0.0,2,0,Gd,7,Typ,1,Gd,Attchd,RFn,2.0,462.0,TA,TA,Y,0,0,Aug,WD ,12.132156962580005,41,41,41.0
60,RL,73.0,9066,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,320.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,668.0,Unf,1004.0,GasA,Ex,Y,SBrkr,1004,848,1852,0.0,2,1,Gd,7,Typ,2,TA,Attchd,Fin,3.0,660.0,TA,TA,Y,224,106,Dec,WD ,12.345834587905333,9,8,9.0
20,RL,64.0,6410,Pave,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,Hip,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,960.0,GasA,Ex,Y,SBrkr,960,0,960,0.0,1,0,TA,5,Typ,0,None,None,None,0.0,0.0,None,None,Y,0,0,May,WD ,11.407564949312402,52,52,0.0
60,RL,313.0,63887,Pave,IR3,Bnk,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,2Story,10,5,Hip,ClyTile,Stucco,Stucco,Stone,796.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,5644.0,Unf,6110.0,GasA,Ex,Y,SBrkr,4692,950,5642,2.0,2,1,Ex,12,Typ,3,Gd,Attchd,Fin,2.0,1418.0,TA,TA,Y,214,292,Jan,New,11.982929094215963,0,0,0.0
85,RL,54.0,7244,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,619.0,Unf,768.0,GasA,Ex,Y,SBrkr,768,0,768,1.0,1,0,TA,5,Typ,0,None,Detchd,Unf,2.0,624.0,TA,TA,Y,104,0,Apr,WD ,11.771436160121729,37,37,20.0
20,RL,72.0,10152,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,914.0,Unf,1124.0,GasA,Ex,Y,SBrkr,1124,0,1124,1.0,1,0,TA,6,Typ,1,TA,Attchd,Fin,1.0,353.0,TA,TA,Y,0,211,May,WD ,11.938193200374572,50,12,50.0
160,FV,30.0,3000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,GLQ,294.0,Unf,612.0,GasA,Ex,Y,SBrkr,612,612,1224,0.0,2,1,Gd,4,Typ,0,None,Detchd,RFn,2.0,528.0,TA,TA,Y,0,234,Jun,New,12.065274916913605,0,0,0.0
20,RL,63.0,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1100.0,GasA,Ex,Y,SBrkr,1100,0,1100,0.0,1,1,TA,6,Typ,0,None,None,None,0.0,0.0,None,None,Y,0,136,Jun,New,11.891361900690473,1,0,0.0
50,RL,120.0,17360,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,MetalSd,MetalSd,Stone,340.0,TA,Gd,CBlock,TA,TA,No,Rec,300.0,Unf,782.0,GasA,TA,Y,SBrkr,1019,537,1556,0.0,2,0,TA,6,Typ,1,Gd,Attchd,Unf,2.0,470.0,TA,TA,Y,0,0,Jan,WD ,12.058152515453552,61,60,61.0
80,RL,74.0,15957,Pave,IR1,Low,AllPub,Corner,Mod,Mitchel,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,1148.0,Unf,1244.0,GasA,TA,Y,SBrkr,1356,0,1356,2.0,2,0,TA,6,Typ,1,TA,Attchd,Fin,2.0,528.0,TA,TA,Y,1424,0,Sep,WD ,12.144197241812087,30,30,30.0
20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,1Story,6,8,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,978.0,Unf,1262.0,GasA,Ex,Y,SBrkr,1262,0,1262,0.0,2,0,TA,6,Typ,1,TA,Attchd,RFn,2.0,460.0,TA,TA,Y,298,0,May,WD ,12.109010932687042,31,31,31.0
60,RL,43.0,10667,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,385.0,ALQ,799.0,GasA,Ex,Y,SBrkr,827,834,1661,1.0,2,1,Gd,6,Typ,1,TA,Attchd,RFn,2.0,550.0,TA,TA,Y,158,61,Apr,ConLw,12.26434155365415,13,13,13.0
60,RL,81.0,10530,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,68.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,945.0,GasA,TA,Y,SBrkr,945,912,1857,0.0,2,1,TA,8,Typ,1,TA,Attchd,RFn,2.0,482.0,TA,TA,Y,400,105,Jul,WD ,12.1489730534896,28,28,28.0
